c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 230 432 0 1 7
a 239 627 0 512 50
a 239 797 0 7 26
a 239 20 0 9 50
a 239 179 0 2 5
a 239 672 0 6 33
a 239 78 0 4 18
a 239 553 0 8 36
a 239 665 0 4 27
a 239 114 0 7 4
a 239 201 0 8 34
a 239 1092 0 6 20
a 239 349 0 2 15
a 239 209 0 5 13
a 239 217 0 7 29
a 241 654 0 512 50
a 241 851 0 7 47
a 241 706 0 2 34
a 248 366 0 512 30
a 248 1132 0 9 1
a 249 626 0 512 8
a 249 900 0 10 47
a 249 916 0 6 15
a 258 728 0 512 41
a 258 416 0 2 21
a 258 941 0 2 15
a 265 557 0 512 50
a 265 565 0 7 10
a 265 96 0 1 2
a 265 65 0 9 35
a 265 767 0 2 35
a 265 959 0 9 20
a 265 760 0 3 11
a 272 940 0 512 25
a 272 1178 0 3 43
a 272 647 0 7 33
a 292 1022 0 512 8
a 292 260 0 2 6
a 292 195 0 5 16
a 292 383 0 4 20
a 292 233 0 2 7
a 292 555 0 9 48
a 292 534 0 2 33
a 292 26 0 7 42
a 298 473 0 512 8
a 298 712 0 1 2
a 298 1029 0 8 23
a 298 659 0 9 32
a 298 353 0 10 26
a 298 56 0 1 29
a 308 184 0 512 4
a 308 662 0 10 21
a 311 1156 0 512 50
a 311 494 0 6 14
a 311 1104 0 7 6
a 311 438 0 2 1
a 317 113 0 512 50
a 317 1129 0 3 31
a 317 821 0 6 33
a 317 1044 0 8 22
a 317 1155 0 4 15
a 317 294 0 4 41
a 317 602 0 3 20
a 317 653 0 4 28
a 335 55 0 512 50
a 335 513 0 3 38
a 335 181 0 6 48
a 335 862 0 8 19
a 335 228 0 8 16
a 335 237 0 10 35
a 335 1110 0 8 1
a 335 292 0 5 40
a 335 768 0 4 31
a 335 486 0 6 11
a 335 409 0 2 3
a 335 264 0 10 32
a 335 1019 0 5 21
a 335 541 0 7 5
a 335 99 0 2 16
a 338 979 0 512 44
a 338 31 0 8 31
a 338 298 0 4 44
a 338 868 0 1 13
a 338 740 0 7 32
a 338 17 0 9 41
a 338 853 0 9 26
a 338 27 0 5 36
a 338 383 0 1 7
a 338 579 0 5 10
a 338 144 0 4 25
a 339 785 0 512 12
a 339 288 0 3 13
a 339 730 0 2 19
a 339 856 0 7 34
a 339 324 0 2 6
a 366 671 0 512 50
a 366 917 0 6 21
a 366 107 0 4 1
a 366 178 0 6 18
a 366 955 0 10 27
a 366 17 0 1 45
a 366 965 0 9 43
a 366 839 0 7 9
a 368 644 0 512 50
a 368 251 0 1 41
a 368 474 0 3 26
a 368 125 0 6 10
a 368 186 0 8 5
a 380 811 0 512 27
a 380 290 0 2 27
a 380 640 0 8 28
a 380 77 0 1 46
a 380 1053 0 6 20
a 380 980 0 9 10
a 380 431 0 4 24
a 380 430 0 8 12
a 380 17 0 9 47
a 380 108 0 7 21
a 380 261 0 6 5
a 380 371 0 5 18
a 380 460 0 2 9
a 386 799 0 512 29
a 386 508 0 10 18
a 386 13 0 4 1
a 386 645 0 4 47
a 386 1000 0 2 44
a 386 531 0 5 39
a 386 1063 0 6 44
a 386 621 0 1 24
a 386 738 0 1 4
a 386 952 0 4 24
a 386 972 0 5 27
a 386 480 0 7 41
a 386 1111 0 7 2
a 386 419 0 8 18
a 386 1037 0 9 16
a 395 409 0 512 50
a 395 195 0 5 35
a 395 328 0 8 26
a 395 1037 0 4 14
a 395 120 0 3 7
a 395 982 0 10 20
a 395 25 0 3 30
a 395 885 0 7 44
a 395 323 0 5 39
a 395 1184 0 10 42
a 395 537 0 5 29
a 395 1140 0 4 14
a 395 1082 0 5 46
a 397 1010 0 512 26
a 397 866 0 7 19
a 397 876 0 10 37
a 397 1062 0 10 25
a 397 687 0 2 19
a 397 58 0 2 49
a 397 905 0 4 21
a 397 1200 0 9 29
a 397 299 0 1 49
a 397 626 0 5 3
a 398 403 0 512 24
a 398 156 0 10 13
a 398 963 0 9 39
a 398 562 0 9 23
a 398 727 0 6 27
a 398 771 0 6 1
a 398 399 0 1 6
a 398 442 0 2 18
a 402 868 0 512 50
a 402 64 0 6 3
a 402 576 0 2 22
a 402 716 0 4 30
a 402 184 0 5 31
a 403 459 0 512 50
a 403 1028 0 2 27
a 403 1170 0 5 15
a 403 884 0 9 13
a 403 84 0 9 23
a 403 1069 0 1 20
a 403 1082 0 3 21
a 403 83 0 5 12
a 403 117 0 6 25
a 403 752 0 9 47
a 403 142 0 7 49
a 403 475 0 7 42
a 403 513 0 4 42
a 403 868 0 8 4
a 403 350 0 4 1
a 409 892 0 512 50
a 409 247 0 8 21
a 409 405 0 7 6
a 409 73 0 5 44
a 409 551 0 8 32
a 409 401 0 5 40
a 409 937 0 5 12
a 411 520 0 512 50
a 411 700 0 7 30
a 411 586 0 1 12
a 411 258 0 4 3
a 411 430 0 5 22
a 411 44 0 3 25
a 414 546 0 512 50
a 414 454 0 6 19
a 414 952 0 6 48
a 414 1129 0 3 48
a 414 858 0 10 4
a 414 270 0 4 18
a 414 833 0 4 6
a 414 1148 0 7 41
a 414 421 0 5 20
a 414 482 0 7 26
a 414 599 0 4 4
a 414 402 0 4 41
a 414 235 0 9 2
a 414 245 0 2 50
a 414 505 0 5 16
a 417 335 0 512 44
a 417 1022 0 7 34
a 417 638 0 6 30
a 417 281 0 3 13
a 417 265 0 1 48
a 417 369 0 7 27
a 417 143 0 3 31
a 417 851 0 6 29
a 417 1140 0 3 14
a 417 1157 0 6 42
a 422 298 0 512 7
a 422 998 0 7 31
a 422 787 0 4 13
a 431 1186 0 512 34
a 431 426 0 10 30
a 431 1197 0 10 18
a 431 459 0 1 3
a 431 547 0 5 1
a 431 604 0 6 38
a 442 239 0 512 50
a 442 60 0 6 37
a 442 972 0 3 46
a 442 697 0 6 1
a 442 541 0 7 38
a 442 799 0 3 33
a 442 80 0 10 12
a 442 530 0 8 39
a 442 911 0 9 17
a 442 515 0 4 7
a 442 420 0 7 2
a 442 1120 0 7 2
a 442 195 0 6 39
a 442 661 0 3 22
a 442 1090 0 10 11
a 455 1079 0 512 50
a 455 186 0 4 3
a 455 352 0 2 9
a 455 916 0 4 46
a 455 180 0 3 12
a 455 45 0 1 21
a 455 963 0 8 15
a 455 291 0 10 14
a 455 606 0 3 47
a 455 397 0 1 24
a 455 43 0 3 22
a 455 807 0 8 24
a 455 588 0 9 30
a 457 487 0 512 50
a 457 555 0 3 38
a 457 564 0 1 48
a 457 180 0 7 43
a 457 277 0 4 44
a 457 15 0 6 50
a 457 1085 0 8 41
a 457 219 0 9 26
a 457 800 0 2 35
a 457 780 0 8 44
a 457 532 0 5 5
a 457 1036 0 5 9
a 459 272 0 512 50
a 459 147 0 3 7
a 459 969 0 6 13
a 459 783 0 8 38
a 459 678 0 7 49
a 459 562 0 7 40
a 459 720 0 1 34
a 459 915 0 5 16
a 459 226 0 5 44
a 459 844 0 6 27
a 459 1110 0 1 38
a 459 402 0 6 50
a 461 848 0 512 50
a 461 1123 0 6 4
a 473 560 0 512 50
a 473 637 0 2 44
a 473 1074 0 2 10
a 473 862 0 7 31
a 473 538 0 4 29
a 473 699 0 7 25
a 473 454 0 3 14
a 473 668 0 6 30
a 473 206 0 8 43
a 473 295 0 1 39
a 477 442 0 512 50
a 477 243 0 7 4
a 477 766 0 3 26
a 477 1190 0 1 37
a 477 1128 0 8 17
a 477 525 0 7 1
a 477 527 0 9 16
a 477 924 0 3 4
a 477 147 0 6 40
a 477 1125 0 3 12
a 477 1197 0 7 28
a 477 223 0 4 11
a 481 317 0 512 50
a 481 1130 0 6 9
a 481 734 0 8 41
a 481 1183 0 1 46
a 481 22 0 6 25
a 481 53 0 3 21
a 481 463 0 4 48
a 481 419 0 1 42
a 481 624 0 9 41
a 484 397 0 512 18
a 484 383 0 7 23
a 484 421 0 1 29
a 484 177 0 1 16
a 484 940 0 5 43
a 484 259 0 7 45
a 484 663 0 10 5
a 484 906 0 7 28
a 484 24 0 2 3
a 484 1036 0 10 50
a 487 484 0 512 21
a 487 964 0 5 41
a 487 796 0 5 23
a 487 844 0 7 50
a 487 1042 0 6 24
a 487 881 0 6 43
a 487 719 0 10 4
a 487 888 0 2 18
a 487 35 0 6 30
a 487 1142 0 6 6
a 487 749 0 2 42
a 488 867 0 512 50
a 488 133 0 1 29
a 488 906 0 6 19
a 488 1179 0 10 50
a 488 293 0 5 19
a 488 212 0 8 48
a 488 1029 0 9 36
a 488 528 0 8 50
a 488 337 0 3 16
a 488 382 0 4 22
a 488 54 0 5 31
a 489 215 0 512 50
a 489 1106 0 5 24
a 496 954 0 512 50
a 496 845 0 10 29
a 496 507 0 2 46
a 496 1158 0 10 5
a 496 36 0 9 47
a 496 231 0 10 17
a 496 1159 0 3 14
a 496 885 0 4 2
a 496 325 0 2 9
a 496 1089 0 3 8
a 496 953 0 5 39
a 496 26 0 4 45
a 496 255 0 4 20
a 496 514 0 6 12
a 496 441 0 4 11
a 518 637 0 512 2
a 518 1098 0 1 45
a 518 1052 0 3 17
a 518 95 0 2 19
a 518 1010 0 4 10
a 518 978 0 2 48
a 520 814 0 512 15
a 520 307 0 7 35
a 520 1018 0 8 36
a 520 1128 0 10 11
a 520 702 0 9 36
a 521 1160 0 512 50
a 521 172 0 2 22
a 521 119 0 2 17
a 521 606 0 5 44
a 521 653 0 2 6
a 521 96 0 4 14
a 521 1179 0 7 10
a 521 193 0 2 35
a 521 581 0 7 13
a 521 477 0 8 3
a 521 152 0 1 5
a 521 182 0 9 35
a 521 720 0 1 2
a 527 411 0 512 50
a 527 393 0 10 14
a 527 562 0 6 1
a 527 943 0 7 38
a 527 944 0 6 21
a 527 171 0 1 21
a 527 521 0 6 40
a 527 640 0 1 3
a 527 304 0 7 6
a 527 1174 0 1 31
a 527 682 0 1 45
a 527 637 0 1 18
a 527 260 0 4 8
a 527 570 0 3 6
a 527 374 0 6 19
a 541 562 0 512 3
a 541 715 0 4 43
a 541 683 0 7 38
a 541 67 0 6 50
a 541 816 0 1 49
a 541 456 0 10 11
a 546 338 0 512 27
a 546 418 0 5 8
a 546 764 0 9 40
a 546 807 0 8 23
a 546 149 0 3 37
a 552 395 0 512 50
a 552 1124 0 4 34
a 552 848 0 5 20
a 552 779 0 3 4
a 552 83 0 9 9
a 552 278 0 6 50
a 552 695 0 6 43
a 552 117 0 6 27
a 552 1197 0 2 46
a 552 33 0 10 29
a 552 86 0 3 26
a 552 527 0 5 17
a 552 558 0 2 2
a 552 874 0 2 50
a 552 1102 0 10 22
a 557 791 0 512 50
a 557 789 0 7 45
a 557 1016 0 5 8
a 557 794 0 7 36
a 557 733 0 9 26
a 557 927 0 9 6
a 557 133 0 3 21
a 557 351 0 7 36
a 560 945 0 512 25
a 560 128 0 8 13
a 560 193 0 6 12
a 560 528 0 8 12
a 560 1130 0 8 32
a 560 124 0 7 23
a 560 320 0 4 5
a 560 131 0 4 23
a 560 58 0 1 29
a 562 552 0 512 45
a 562 440 0 2 13
a 562 475 0 5 35
a 584 604 0 512 50
a 584 1149 0 7 46
a 584 953 0 8 45
a 584 220 0 9 9
a 584 306 0 7 23
a 584 91 0 6 38
a 584 167 0 3 48
a 588 461 0 512 50
a 588 564 0 10 1
a 588 1114 0 8 47
a 588 137 0 8 27
a 588 1152 0 5 20
a 588 315 0 9 48
a 588 507 0 2 16
a 594 431 0 512 20
a 594 1000 0 8 18
a 594 867 0 2 11
a 594 82 0 1 32
a 594 996 0 8 48
a 594 369 0 8 3
a 594 764 0 9 42
a 604 1180 0 512 50
a 604 258 0 3 20
a 604 264 0 3 7
a 604 79 0 4 6
a 604 889 0 8 7
a 604 819 0 6 44
a 604 775 0 6 28
a 626 594 0 512 50
a 626 472 0 9 28
a 626 628 0 1 23
a 626 326 0 10 8
a 626 920 0 6 18
a 626 272 0 5 24
a 626 470 0 6 39
a 626 1148 0 10 37
a 626 997 0 10 28
a 626 16 0 8 16
a 626 454 0 6 38
a 626 674 0 9 38
a 626 911 0 10 23
a 627 1087 0 512 2
a 627 331 0 8 17
a 627 713 0 8 11
a 627 455 0 4 25
a 627 894 0 6 40
a 627 251 0 5 4
a 627 1028 0 6 15
a 627 365 0 2 46
a 627 1198 0 10 9
a 627 1034 0 3 44
a 633 422 0 512 50
a 633 1100 0 6 31
a 633 1093 0 2 10
a 633 677 0 1 29
a 633 583 0 1 30
a 633 120 0 5 9
a 633 970 0 9 26
a 633 1108 0 8 28
a 633 285 0 5 20
a 633 989 0 2 13
a 633 971 0 9 16
a 637 241 0 512 6
a 637 1161 0 9 26
a 637 457 0 6 32
a 637 561 0 1 9
a 637 834 0 4 5
a 637 349 0 6 28
a 637 371 0 7 44
a 637 1057 0 8 40
a 637 1170 0 2 40
a 637 715 0 1 38
a 639 95 0 512 50
a 639 238 0 3 32
a 639 1062 0 7 3
a 639 513 0 6 45
a 639 155 0 2 26
a 639 1182 0 3 50
a 639 965 0 8 20
a 639 712 0 3 30
a 639 382 0 6 14
a 639 115 0 10 46
a 639 461 0 1 28
a 639 246 0 9 33
a 639 554 0 4 47
a 644 794 0 512 50
a 644 331 0 9 18
a 644 730 0 3 42
a 644 623 0 8 32
a 654 496 0 512 50
a 654 493 0 1 16
a 654 386 0 3 24
a 654 906 0 6 23
a 654 319 0 4 45
a 654 329 0 2 25
a 654 105 0 3 7
a 671 131 0 512 50
a 671 46 0 9 16
a 671 132 0 8 10
a 671 482 0 10 35
a 671 246 0 2 31
a 671 807 0 2 2
a 671 651 0 5 15
a 671 82 0 9 8
a 671 210 0 9 28
a 671 640 0 7 29
a 681 870 0 512 50
a 681 300 0 2 45
a 681 307 0 6 41
a 694 99 0 512 12
a 694 1175 0 1 40
a 694 1006 0 7 19
a 694 568 0 8 9
a 694 369 0 5 2
a 694 772 0 1 40
a 728 948 0 512 19
a 728 405 0 8 2
a 728 753 0 8 27
a 728 470 0 9 45
a 728 588 0 4 34
a 728 759 0 7 44
a 728 461 0 10 25
a 728 986 0 9 24
a 728 1060 0 5 21
a 728 621 0 10 47
a 728 1126 0 7 22
a 756 521 0 512 50
a 756 737 0 6 18
a 756 599 0 8 33
a 756 69 0 9 4
a 756 231 0 10 12
a 756 182 0 6 28
a 756 393 0 10 10
a 756 315 0 1 28
a 756 867 0 3 39
a 756 620 0 6 48
a 756 797 0 2 30
a 756 116 0 4 42
a 756 43 0 3 3
a 756 559 0 2 40
a 756 389 0 8 43
a 758 292 0 512 17
a 758 763 0 2 3
a 758 767 0 4 48
a 758 1001 0 4 28
a 758 558 0 10 38
a 758 715 0 7 23
a 758 845 0 3 32
a 758 209 0 6 32
a 758 530 0 7 21
a 759 584 0 512 50
a 759 226 0 7 13
a 759 888 0 4 17
a 759 236 0 9 35
a 759 295 0 3 25
a 759 122 0 5 44
a 759 444 0 4 35
a 759 514 0 6 32
a 759 894 0 7 13
a 784 477 0 512 48
a 784 92 0 6 21
a 784 302 0 10 48
a 784 1047 0 9 31
a 784 799 0 6 32
a 784 614 0 8 24
a 784 722 0 2 40
a 784 27 0 4 22
a 784 356 0 2 4
a 784 511 0 10 10
a 784 125 0 3 26
a 784 229 0 6 31
a 784 355 0 8 27
a 784 985 0 4 3
a 785 308 0 512 50
a 785 727 0 10 22
a 785 859 0 4 19
a 785 796 0 8 42
a 785 698 0 5 6
a 785 821 0 10 49
a 785 524 0 1 26
a 785 543 0 4 13
a 791 97 0 512 49
a 791 697 0 10 50
a 791 710 0 2 21
a 791 649 0 8 18
a 791 753 0 8 14
a 791 1061 0 7 22
a 791 311 0 7 11
a 791 990 0 10 16
a 791 927 0 8 43
a 791 154 0 10 47
a 791 916 0 1 30
a 791 671 0 7 43
a 791 588 0 6 30
a 792 855 0 512 42
a 792 741 0 6 42
a 792 367 0 1 7
a 792 851 0 9 19
a 792 897 0 5 49
a 792 282 0 6 50
a 792 1176 0 1 7
a 792 331 0 6 29
a 792 1073 0 3 21
a 792 240 0 9 33
a 792 429 0 1 28
a 792 1054 0 4 39
a 792 706 0 4 19
a 794 488 0 512 18
a 794 261 0 1 3
a 794 637 0 6 24
a 794 83 0 5 47
a 794 780 0 4 41
a 794 608 0 10 49
a 794 978 0 2 15
a 794 101 0 8 7
a 794 345 0 8 5
a 794 740 0 2 16
a 794 195 0 2 9
a 794 827 0 8 30
a 794 386 0 3 12
a 794 103 0 2 28
a 799 681 0 512 50
a 799 231 0 4 26
a 799 198 0 8 22
a 799 105 0 9 22
a 799 1086 0 6 44
a 799 496 0 9 4
a 799 191 0 4 8
a 799 379 0 4 17
a 799 187 0 7 1
a 799 57 0 9 36
a 811 1148 0 512 50
a 811 302 0 3 16
a 811 773 0 6 49
a 814 882 0 512 50
a 814 1195 0 512 29
a 814 370 0 8 12
a 814 868 0 1 47
a 814 638 0 2 6
a 814 655 0 6 32
a 814 1135 0 5 40
a 814 665 0 3 17
a 814 820 0 9 41
a 814 700 0 4 13
a 814 629 0 7 30
a 848 895 0 512 41
a 848 738 0 5 47
a 848 1089 0 6 1
a 848 1012 0 9 49
a 848 1049 0 8 35
a 848 607 0 1 9
a 848 957 0 1 42
a 848 1188 0 8 45
a 848 702 0 2 28
a 848 467 0 4 38
a 848 240 0 7 45
a 855 265 0 512 50
a 855 700 0 10 49
a 855 818 0 6 5
a 855 712 0 7 28
a 855 273 0 1 33
a 855 106 0 5 38
a 855 295 0 3 9
a 855 911 0 9 32
a 855 329 0 7 50
a 855 704 0 6 7
a 855 501 0 1 21
a 862 98 0 512 13
a 862 786 0 7 16
a 862 1044 0 7 11
a 862 1070 0 9 4
a 862 761 0 4 2
a 862 371 0 2 23
a 862 383 0 7 49
a 862 1199 0 10 42
a 862 1118 0 7 1
a 862 556 0 10 20
a 862 67 0 4 31
a 862 241 0 8 26
a 862 940 0 3 26
a 867 899 0 512 47
a 867 1142 0 3 44
a 867 1082 0 4 40
a 868 161 0 512 31
a 868 1175 0 4 17
a 868 1065 0 6 16
a 868 941 0 8 38
a 868 897 0 10 7
a 868 37 0 10 18
a 868 779 0 3 33
a 868 514 0 9 36
a 868 273 0 5 20
a 868 1040 0 2 38
a 868 754 0 7 4
a 868 928 0 10 27
a 868 943 0 10 33
a 870 143 0 512 50
a 870 289 0 3 14
a 870 573 0 4 9
a 870 1012 0 7 4
a 870 299 0 3 23
a 870 622 0 4 10
a 870 30 0 5 25
a 870 617 0 1 18
a 870 417 0 7 42
a 870 1178 0 7 48
a 870 976 0 3 35
a 870 304 0 10 5
a 870 296 0 7 46
a 870 68 0 8 6
a 882 957 0 512 11
a 882 367 0 10 35
a 882 529 0 3 47
a 882 55 0 9 39
a 882 1089 0 5 6
a 882 911 0 3 39
a 882 66 0 3 34
a 882 767 0 5 15
a 891 249 0 512 49
a 891 789 0 9 32
a 891 910 0 6 21
a 891 677 0 4 35
a 891 1135 0 8 4
a 891 58 0 3 33
a 891 539 0 2 11
a 891 567 0 9 17
a 891 1073 0 9 15
a 891 76 0 7 15
a 891 1089 0 1 11
a 891 73 0 2 6
a 892 380 0 512 50
a 892 151 0 4 21
a 892 1129 0 2 28
a 892 889 0 6 37
a 892 225 0 3 15
a 892 573 0 10 31
a 892 237 0 4 10
a 892 735 0 1 39
a 892 718 0 5 37
a 892 1159 0 3 48
a 895 153 0 512 50
a 895 999 0 5 27
a 895 1112 0 2 1
a 895 968 0 6 44
a 899 862 0 512 18
a 899 943 0 5 11
a 899 318 0 1 46
a 899 464 0 10 21
a 899 705 0 3 5
a 899 280 0 2 14
a 899 505 0 4 49
a 899 330 0 7 21
a 899 714 0 7 5
a 899 43 0 8 6
a 899 1096 0 9 36
a 899 737 0 4 41
a 899 629 0 6 12
a 899 952 0 8 35
a 899 98 0 2 12
a 937 339 0 512 34
a 937 973 0 10 7
a 937 770 0 3 44
a 937 842 0 6 7
a 937 1063 0 1 16
a 940 414 0 512 42
a 940 410 0 2 50
a 944 758 0 512 50
a 944 519 0 7 2
a 944 1174 0 9 26
a 944 32 0 3 40
a 944 747 0 1 37
a 944 914 0 3 32
a 944 881 0 1 39
a 944 69 0 4 27
a 944 386 0 1 44
a 944 806 0 4 8
a 944 855 0 2 38
a 945 969 0 512 50
a 945 1168 0 5 12
a 945 276 0 4 36
a 945 772 0 4 33
a 948 402 0 512 50
a 948 456 0 4 16
a 948 381 0 2 13
a 948 1144 0 1 43
a 948 373 0 3 32
a 948 191 0 3 29
a 948 659 0 4 15
a 948 112 0 2 34
a 948 1028 0 9 25
a 948 598 0 3 21
a 948 1119 0 10 48
a 948 539 0 7 24
a 948 282 0 9 27
a 954 489 0 512 43
a 954 538 0 4 39
a 954 228 0 9 30
a 954 51 0 1 23
a 954 1063 0 8 15
a 954 199 0 7 30
a 954 679 0 5 43
a 954 903 0 1 44
a 956 258 0 512 50
a 956 669 0 5 46
a 956 768 0 3 7
a 956 732 0 3 8
a 956 598 0 9 4
a 956 199 0 7 26
a 956 324 0 3 19
a 957 368 0 512 50
a 957 359 0 10 25
a 957 54 0 5 36
a 957 968 0 2 31
a 957 222 0 10 48
a 957 1161 0 7 20
a 963 944 0 512 50
a 963 738 0 10 7
a 969 639 0 512 50
a 969 1117 0 10 49
a 969 43 0 1 19
a 969 407 0 7 45
a 979 541 0 512 5
a 979 968 0 7 27
a 979 409 0 1 8
a 979 661 0 3 29
a 979 1108 0 2 34
a 979 666 0 1 15
a 979 367 0 1 36
a 979 1040 0 10 8
a 979 717 0 9 42
a 979 227 0 10 25
a 981 386 0 512 50
a 981 740 0 3 45
a 981 605 0 7 11
a 981 37 0 5 29
a 981 1198 0 2 14
a 981 695 0 5 24
a 981 573 0 6 27
a 981 892 0 3 9
a 981 502 0 9 31
a 981 401 0 10 8
a 981 1094 0 9 14
a 981 399 0 7 35
a 981 283 0 5 44
a 981 664 0 7 35
a 981 332 0 6 20
a 1010 588 0 512 50
a 1010 450 0 7 24
a 1010 1145 0 9 39
a 1010 634 0 4 48
a 1010 1081 0 3 12
a 1010 808 0 7 43
a 1010 779 0 6 22
a 1010 664 0 10 32
a 1010 797 0 6 8
a 1010 140 0 4 4
a 1010 63 0 7 34
a 1010 256 0 3 44
a 1010 45 0 6 35
a 1010 1016 0 9 45
a 1020 891 0 512 40
a 1020 94 0 7 50
a 1020 489 0 8 3
a 1022 1093 0 512 50
a 1022 89 0 5 45
a 1022 674 0 3 27
a 1022 756 0 8 27
a 1022 138 0 3 27
a 1022 661 0 7 10
a 1042 194 0 512 50
a 1042 545 0 2 21
a 1042 133 0 5 4
a 1042 1169 0 3 44
a 1042 184 0 8 20
a 1042 777 0 5 18
a 1042 896 0 10 3
a 1042 530 0 9 5
a 1042 894 0 6 49
a 1042 1068 0 3 1
a 1042 296 0 4 40
a 1064 1150 0 512 28
a 1064 100 0 6 3
a 1079 417 0 512 50
a 1079 337 0 3 38
a 1079 399 0 7 38
a 1079 421 0 2 39
a 1087 66 0 512 50
a 1087 1167 0 4 45
a 1093 792 0 512 21
a 1093 988 0 5 13
a 1093 498 0 2 45
a 1093 276 0 5 29
a 1093 190 0 3 16
a 1093 918 0 1 43
a 1148 527 0 512 50
a 1148 537 0 10 47
a 1148 412 0 5 8
a 1148 392 0 2 28
a 1148 474 0 6 7
a 1150 633 0 512 50
a 1150 242 0 2 41
a 1150 995 0 1 47
a 1150 1129 0 4 5
a 1150 893 0 6 28
a 1150 454 0 5 37
a 1156 1166 0 512 50
a 1156 155 0 6 42
a 1156 1153 0 9 35
a 1156 246 0 3 23
a 1156 442 0 10 23
a 1160 1042 0 512 25
a 1160 930 0 10 27
a 1160 491 0 3 19
a 1160 691 0 6 46
a 1160 1135 0 9 8
a 1160 1197 0 3 41
a 1160 61 0 4 10
a 1160 820 0 10 7
a 1160 407 0 2 22
a 1160 1055 0 9 42
a 1160 698 0 3 6
a 1166 759 0 512 50
a 1166 791 0 7 48
a 1166 61 0 3 3
a 1166 50 0 9 31
a 1166 17 0 3 16
a 1166 761 0 5 20
a 1166 531 0 7 45
a 1166 593 0 4 35
a 1166 411 0 4 34
a 1170 455 0 512 35
a 1170 143 0 8 29
a 1170 612 0 9 50
a 1170 941 0 8 27
a 1170 924 0 7 24
a 1170 373 0 8 48
a 1170 1122 0 1 29
a 1180 1064 0 512 50
a 1180 32 0 3 49
a 1180 426 0 9 21
a 1180 151 0 4 15
a 1180 981 0 6 4
a 1180 666 0 4 42
a 1180 1133 0 6 49
a 1180 48 0 9 9
a 1180 849 0 7 47
a 1180 998 0 10 45
a 1180 310 0 9 17
a 1180 216 0 4 28
a 1180 254 0 6 42
a 1186 981 0 512 50
a 1186 128 0 10 14
a 1186 359 0 8 9
a 1186 142 0 5 47
a 1186 539 0 7 16
a 1186 671 0 2 46
a 1186 432 0 4 12
a 1186 423 0 5 18
a 1186 394 0 5 21
a 1186 582 0 3 13
a 1186 785 0 6 47
a 1186 265 0 9 43
a 3 1031 0 855 5
a 3 650 0 8 44
a 3 961 0 6 45
a 3 609 0 6 20
a 3 773 0 7 8
a 3 844 0 2 19
a 3 61 0 10 18
a 3 1194 0 7 5
a 3 798 0 6 22
a 13 91 0 855 32
a 13 529 0 7 27
a 13 988 0 2 43
a 13 388 0 5 38
a 13 219 0 1 19
a 13 910 0 1 27
a 13 408 0 7 17
a 13 199 0 3 4
a 13 668 0 9 28
a 13 816 0 1 10
a 13 1020 0 7 7
a 13 876 0 6 9
a 13 809 0 4 36
a 27 719 0 855 50
a 27 505 0 10 17
a 27 996 0 10 50
a 27 136 0 7 8
a 27 791 0 4 43
a 27 434 0 3 20
a 27 552 0 1 27
a 27 966 0 1 6
a 27 939 0 10 22
a 27 901 0 8 26
a 27 171 0 3 1
a 27 322 0 8 40
a 27 203 0 5 26
a 27 177 0 4 11
a 46 747 0 855 21
a 46 1061 0 3 7
a 46 52 0 4 40
a 46 1094 0 4 12
a 46 260 0 5 33
a 46 234 0 1 30
a 46 788 0 4 48
a 46 679 0 2 28
a 46 914 0 9 32
a 46 491 0 1 45
a 46 1009 0 9 12
a 46 167 0 8 31
a 46 29 0 7 7
a 46 424 0 7 20
a 46 272 0 1 31
a 51 109 0 855 40
a 51 1015 0 9 31
a 63 204 0 855 50
a 63 549 0 9 11
a 63 78 0 1 44
a 63 15 0 8 41
a 63 462 0 6 50
a 63 1050 0 4 45
a 63 999 0 8 19
a 63 266 0 10 13
a 63 1055 0 7 45
a 63 158 0 8 29
a 63 1003 0 1 21
a 63 1096 0 6 34
a 67 203 0 855 24
a 67 1103 0 10 15
a 67 1025 0 6 6
a 90 1115 0 855 23
a 90 178 0 5 21
a 90 431 0 8 24
a 90 591 0 2 23
a 90 483 0 4 38
a 90 934 0 9 40
a 91 869 0 855 50
a 91 1074 0 10 25
a 91 743 0 5 3
a 94 1146 0 855 50
a 94 495 0 2 28
a 94 1179 0 7 3
a 94 274 0 3 44
a 94 1061 0 5 30
a 94 552 0 3 26
a 94 350 0 4 24
a 94 504 0 10 50
a 94 149 0 1 36
a 94 343 0 3 17
a 94 1007 0 2 36
a 100 505 0 855 50
a 100 1038 0 5 20
a 100 707 0 2 5
a 100 451 0 5 37
a 100 1016 0 9 28
a 100 474 0 6 18
a 100 868 0 10 15
a 100 355 0 8 4
a 100 992 0 10 22
a 109 498 0 855 23
a 109 921 0 8 5
a 109 861 0 7 19
a 109 866 0 9 47
a 109 561 0 7 21
a 109 924 0 4 3
a 109 790 0 6 7
a 109 988 0 2 38
a 109 1133 0 10 31
a 109 1002 0 4 38
a 109 998 0 9 36
a 112 1039 0 855 31
a 112 527 0 1 47
a 112 698 0 2 17
a 112 288 0 1 22
a 112 145 0 8 38
a 118 789 0 855 50
a 118 499 0 8 7
a 118 1136 0 7 42
a 118 269 0 10 39
a 118 745 0 9 2
a 118 1001 0 9 24
a 118 691 0 5 1
a 118 134 0 8 3
a 118 826 0 1 42
