c PyNETGEN v1.0.0
c $ pip install pynetgen
c
c  NETGEN flow network generation algorithm
a 64 199 0 6 107
a 75 289 0 560 174
a 75 211 0 5 74
a 75 17 0 5 99
a 75 61 0 3 115
a 75 47 0 9 28
a 75 268 0 4 87
a 75 117 0 5 58
a 75 106 0 4 152
a 76 222 0 560 123
a 76 141 0 9 28
a 76 89 0 3 142
a 76 165 0 4 179
a 76 46 0 10 167
a 76 56 0 6 101
a 76 17 0 3 40
a 76 128 0 5 99
a 76 227 0 1 147
a 76 140 0 8 49
a 85 172 0 560 200
a 85 177 0 5 119
a 85 242 0 9 163
a 85 156 0 1 39
a 85 206 0 6 191
a 85 264 0 4 91
a 85 154 0 7 27
a 105 134 0 560 15
a 105 23 0 8 189
a 105 149 0 4 173
a 105 181 0 6 27
a 105 168 0 4 178
a 105 278 0 3 115
a 105 267 0 6 42
a 105 196 0 9 17
a 134 274 0 560 200
a 134 51 0 9 171
a 134 84 0 3 4
a 134 46 0 10 72
a 134 165 0 6 33
a 134 189 0 4 190
a 135 12 0 560 127
a 135 137 0 1 55
a 135 265 0 1 199
a 135 150 0 10 154
a 135 168 0 1 125
a 143 296 0 560 186
a 143 50 0 560 61
a 143 223 0 5 43
a 143 225 0 2 90
a 143 102 0 10 180
a 146 75 0 560 200
a 146 108 0 10 71
a 146 129 0 2 51
a 146 97 0 3 136
a 147 85 0 560 62
a 147 33 0 7 129
a 147 211 0 5 62
a 147 242 0 1 128
a 158 64 0 560 39
a 158 72 0 3 77
a 158 261 0 3 129
a 158 140 0 4 19
a 158 124 0 2 105
a 158 276 0 9 185
a 158 49 0 1 7
a 158 275 0 2 132
a 158 196 0 3 170
a 158 201 0 10 97
a 163 158 0 560 183
a 163 59 0 5 22
a 163 241 0 8 35
a 163 215 0 3 38
a 163 180 0 5 83
a 163 292 0 2 13
a 163 76 0 4 11
a 163 45 0 4 93
a 172 135 0 560 117
a 172 128 0 8 158
a 172 201 0 6 95
a 172 26 0 8 66
a 172 190 0 7 11
a 172 41 0 4 171
a 172 257 0 10 158
a 172 262 0 7 36
a 172 139 0 7 136
a 194 249 0 560 146
a 194 135 0 3 12
a 194 228 0 1 25
a 194 28 0 10 127
a 194 49 0 6 18
a 194 98 0 10 86
a 194 46 0 10 137
a 194 208 0 3 40
a 194 80 0 1 68
a 194 190 0 8 140
a 201 219 0 560 200
a 201 291 0 1 56
a 210 62 0 560 56
a 210 159 0 10 101
a 210 229 0 6 17
a 210 285 0 10 146
a 210 168 0 7 111
a 210 171 0 4 111
a 219 163 0 560 200
a 219 38 0 5 85
a 219 251 0 2 84
a 219 43 0 3 37
a 219 287 0 10 104
a 219 191 0 7 65
a 219 127 0 10 174
a 219 80 0 2 110
a 222 210 0 560 118
a 222 163 0 8 111
a 222 137 0 5 71
a 222 234 0 5 111
a 222 189 0 4 122
a 222 158 0 3 3
a 222 128 0 6 13
a 222 40 0 1 70
a 222 289 0 10 105
a 222 227 0 7 35
a 234 248 0 560 200
a 234 21 0 3 195
a 234 44 0 10 61
a 234 37 0 3 56
a 236 201 0 560 164
a 236 158 0 3 78
a 236 255 0 7 120
a 236 232 0 7 66
a 236 141 0 1 102
a 245 51 0 560 200
a 245 262 0 8 27
a 245 206 0 7 9
a 245 115 0 6 9
a 245 21 0 3 166
a 245 169 0 1 169
a 245 272 0 10 193
a 245 55 0 5 125
a 245 111 0 1 139
a 245 24 0 4 150
a 248 76 0 560 200
a 248 24 0 7 115
a 248 46 0 2 175
a 248 29 0 9 32
a 248 56 0 2 30
a 248 26 0 9 55
a 249 280 0 560 200
a 249 43 0 8 60
a 249 162 0 1 180
a 249 82 0 5 116
a 249 10 0 2 41
a 249 190 0 10 99
a 249 269 0 2 136
a 249 25 0 3 17
a 249 193 0 10 136
a 249 282 0 9 143
a 249 54 0 8 18
a 251 234 0 560 30
a 251 159 0 1 104
a 251 68 0 8 149
a 251 46 0 5 46
a 251 22 0 2 164
a 251 280 0 3 166
a 252 251 0 560 200
a 252 35 0 1 110
a 252 90 0 1 197
a 252 116 0 8 152
a 252 59 0 8 26
a 252 289 0 4 178
a 252 133 0 2 152
a 262 14 0 560 77
a 262 10 0 2 173
a 262 254 0 4 7
a 262 268 0 6 182
a 262 244 0 2 75
a 262 111 0 7 81
a 262 45 0 8 165
a 262 272 0 6 105
a 264 147 0 560 200
a 264 74 0 7 30
a 264 281 0 6 20
a 264 107 0 9 199
a 264 24 0 9 135
a 264 187 0 5 166
a 264 272 0 4 154
a 274 236 0 560 200
a 274 277 0 9 182
a 274 35 0 7 95
a 274 45 0 8 57
a 274 241 0 3 14
a 274 153 0 9 105
a 274 285 0 3 51
a 280 146 0 560 178
a 280 99 0 4 64
a 280 105 0 1 48
a 280 217 0 6 89
a 280 34 0 1 160
a 280 78 0 2 37
a 280 246 0 8 188
a 280 262 0 6 79
a 289 299 0 560 200
a 289 202 0 4 196
a 289 116 0 6 50
a 289 278 0 3 36
a 289 264 0 9 117
a 289 146 0 7 108
a 289 53 0 1 106
a 289 158 0 9 63
a 289 97 0 5 42
a 289 294 0 2 143
a 289 203 0 4 168
a 6 220 0 684 200
a 6 50 0 8 55
a 6 79 0 4 45
a 6 104 0 10 103
a 6 252 0 3 128
a 6 122 0 7 94
a 9 150 0 684 200
a 9 69 0 10 131
a 9 296 0 8 155
a 9 186 0 6 106
a 9 56 0 10 118
a 9 191 0 6 18
a 9 289 0 5 154
a 9 288 0 10 35
a 9 110 0 5 104
a 9 245 0 10 196
a 11 103 0 684 181
a 11 123 0 1 66
a 11 189 0 8 132
a 11 199 0 8 49
a 11 99 0 9 161
a 11 125 0 3 190
a 28 179 0 684 54
a 28 205 0 7 37
a 28 286 0 5 61
a 28 136 0 9 85
a 28 239 0 6 91
a 28 57 0 8 88
a 28 232 0 10 185
a 28 126 0 4 40
a 28 238 0 6 170
a 28 225 0 9 66
a 34 239 0 684 200
a 34 143 0 10 39
a 34 186 0 2 26
a 34 252 0 10 148
a 34 240 0 8 165
a 34 181 0 4 26
a 34 226 0 9 200
a 37 243 0 684 170
a 37 280 0 7 158
a 37 58 0 8 106
a 102 149 0 684 89
a 102 18 0 9 3
a 102 261 0 2 66
a 102 82 0 1 91
a 102 96 0 1 32
a 102 296 0 9 20
a 102 195 0 10 164
a 102 237 0 1 6
a 102 52 0 8 2
a 102 91 0 3 74
a 102 225 0 10 49
a 103 185 0 684 200
a 103 174 0 7 111
a 104 285 0 684 200
a 104 219 0 2 46
a 104 245 0 9 118
a 104 75 0 2 158
a 104 24 0 10 52
a 104 233 0 9 195
a 107 212 0 684 83
a 107 160 0 8 184
a 107 72 0 3 112
a 107 88 0 4 116
a 107 247 0 4 178
a 107 132 0 4 97
a 107 280 0 6 96
a 107 11 0 6 63
a 107 13 0 3 69
a 107 213 0 5 44
a 109 34 0 684 200
a 109 164 0 10 65
a 109 273 0 8 175
a 109 90 0 7 69
a 109 38 0 7 65
a 109 35 0 10 114
a 109 145 0 10 133
a 126 11 0 684 193
a 126 110 0 8 194
a 126 287 0 6 161
a 126 158 0 8 55
a 126 135 0 2 64
a 126 112 0 10 53
a 126 267 0 2 31
a 126 159 0 9 118
a 126 284 0 4 100
a 128 198 0 684 171
a 128 139 0 3 90
a 128 234 0 5 96
a 128 162 0 9 86
a 128 23 0 5 7
a 128 78 0 5 27
a 128 266 0 7 135
a 136 177 0 684 200
a 136 238 0 5 165
a 136 14 0 2 69
a 136 64 0 5 22
a 136 168 0 10 90
a 136 167 0 3 75
a 136 140 0 8 146
a 136 181 0 6 182
a 136 134 0 2 16
a 148 200 0 684 200
a 148 98 0 7 189
a 148 186 0 7 139
a 148 117 0 5 131
a 149 184 0 684 10
a 149 79 0 6 61
a 149 207 0 7 48
a 149 16 0 5 35
a 149 211 0 3 57
a 149 114 0 2 48
a 149 254 0 7 106
a 149 223 0 7 147
a 149 23 0 2 16
a 150 104 0 684 36
a 150 81 0 6 98
a 150 115 0 8 55
a 150 52 0 9 123
a 150 195 0 4 25
a 150 245 0 10 50
a 150 97 0 1 143
a 150 101 0 8 21
a 150 36 0 1 147
a 150 292 0 10 190
a 156 224 0 684 71
a 156 253 0 2 128
a 156 161 0 2 63
a 156 146 0 1 25
a 156 209 0 5 40
a 156 294 0 3 7
a 156 154 0 10 116
a 177 148 0 684 97
a 177 244 0 2 10
a 178 109 0 684 200
a 178 213 0 9 71
a 179 255 0 684 200
a 179 188 0 2 82
a 179 251 0 3 32
a 179 71 0 9 115
a 179 109 0 8 141
a 179 234 0 2 200
a 184 294 0 684 200
a 184 135 0 2 189
a 184 226 0 10 137
a 185 9 0 684 34
a 185 16 0 10 75
a 198 299 0 684 200
a 198 277 0 684 128
a 198 22 0 6 98
a 198 46 0 10 141
a 198 288 0 8 32
a 198 86 0 6 41
a 198 24 0 7 86
a 198 265 0 4 10
a 198 166 0 4 53
a 198 153 0 7 52
a 198 113 0 7 164
a 198 245 0 10 176
a 199 107 0 684 77
a 199 198 0 3 179
a 199 274 0 2 107
a 199 56 0 9 200
a 199 228 0 4 27
a 199 14 0 9 187
a 199 29 0 5 189
a 199 225 0 7 67
a 200 37 0 684 200
a 200 67 0 10 164
a 200 66 0 7 25
a 200 24 0 5 145
a 200 247 0 10 12
a 200 269 0 8 22
a 200 266 0 8 82
a 200 268 0 2 119
a 200 162 0 4 91
a 200 182 0 5 65
a 200 106 0 5 193
a 212 128 0 684 24
a 212 107 0 3 176
a 212 12 0 3 39
a 212 16 0 10 50
a 212 207 0 6 127
a 212 134 0 4 99
a 212 32 0 5 165
a 212 145 0 10 22
a 212 249 0 10 195
a 220 156 0 684 200
a 220 11 0 5 62
a 220 48 0 2 41
a 220 217 0 6 78
a 220 183 0 8 49
a 220 50 0 7 67
a 224 199 0 684 125
a 224 212 0 9 10
a 224 170 0 6 51
a 224 290 0 5 38
a 224 15 0 5 30
a 224 13 0 7 153
a 224 236 0 10 44
a 224 120 0 10 169
a 237 136 0 684 200
a 237 181 0 4 15
a 237 223 0 5 167
a 237 261 0 2 179
a 237 246 0 7 114
a 237 230 0 2 75
a 237 162 0 7 10
a 239 102 0 684 200
a 239 200 0 10 166
a 239 275 0 8 72
a 239 189 0 3 179
a 239 162 0 2 41
a 239 11 0 10 120
a 243 178 0 684 200
a 243 233 0 6 100
a 243 162 0 3 5
a 243 166 0 10 67
a 243 110 0 4 200
a 243 125 0 10 193
a 243 234 0 9 194
a 255 126 0 684 10
a 255 244 0 3 53
a 255 213 0 10 63
a 255 151 0 1 116
a 255 242 0 5 130
a 255 233 0 7 155
a 277 28 0 684 200
a 277 228 0 7 7
a 277 222 0 9 169
a 277 156 0 7 160
a 285 237 0 684 200
a 285 114 0 9 178
a 285 147 0 5 120
a 285 93 0 2 178
a 285 37 0 5 168
a 285 108 0 3 93
a 285 167 0 7 179
a 285 232 0 8 5
a 285 251 0 8 61
a 285 106 0 3 36
a 7 263 0 397 200
a 7 210 0 5 64
a 7 255 0 8 190
a 7 57 0 6 118
a 7 239 0 6 121
a 15 260 0 397 200
a 15 45 0 10 29
a 15 132 0 5 98
a 15 27 0 3 106
a 15 51 0 4 13
a 15 244 0 9 76
a 18 15 0 397 90
a 18 135 0 4 58
a 18 212 0 6 18
a 18 249 0 2 23
a 18 89 0 1 149
a 18 197 0 8 124
a 18 116 0 4 73
a 18 12 0 10 58
a 19 18 0 397 160
a 19 85 0 10 43
a 19 253 0 8 7
a 19 174 0 8 77
a 19 227 0 6 39
a 26 181 0 397 34
a 26 20 0 3 158
a 26 109 0 6 111
a 26 28 0 4 57
a 27 19 0 397 91
a 27 21 0 6 123
a 27 146 0 5 50
a 27 125 0 8 106
a 27 44 0 2 69
a 27 151 0 4 96
a 27 55 0 10 48
a 27 167 0 3 84
a 27 277 0 8 16
a 27 133 0 10 174
a 40 176 0 397 200
a 40 12 0 9 70
a 40 70 0 8 20
a 40 285 0 7 77
a 40 237 0 10 53
a 40 32 0 3 22
a 44 279 0 397 148
a 44 67 0 8 199
a 44 111 0 10 116
a 46 56 0 397 106
a 46 20 0 2 125
a 46 152 0 9 72
a 46 80 0 7 183
a 46 43 0 6 108
a 46 235 0 4 190
a 46 50 0 9 16
a 46 186 0 3 88
a 46 120 0 4 66
a 56 92 0 397 200
a 56 257 0 10 95
a 56 284 0 5 18
a 56 98 0 9 77
a 56 26 0 1 22
a 56 40 0 4 37
a 56 81 0 9 146
a 56 167 0 9 98
a 56 143 0 10 177
a 56 264 0 1 179
a 68 292 0 397 200
a 68 296 0 397 200
a 68 254 0 5 49
a 71 157 0 397 32
a 71 173 0 1 8
a 71 237 0 4 113
a 71 170 0 8 39
a 71 142 0 1 95
a 71 278 0 8 6
a 71 272 0 7 182
a 71 13 0 9 5
a 78 27 0 397 200
a 78 148 0 9 77
a 78 68 0 7 192
a 78 270 0 6 74
a 89 40 0 397 200
a 89 291 0 6 60
a 92 129 0 397 153
a 92 18 0 2 134
a 92 238 0 1 200
a 101 71 0 397 6
a 101 94 0 7 155
a 101 232 0 9 147
a 101 134 0 5 12
a 116 78 0 397 77
a 116 195 0 2 130
a 116 153 0 2 81
a 116 95 0 9 109
a 129 140 0 397 200
a 129 77 0 6 191
a 129 240 0 7 4
a 129 144 0 8 128
a 129 231 0 3 41
a 139 101 0 397 200
a 139 153 0 6 162
a 139 271 0 10 32
a 139 44 0 1 35
a 139 61 0 8 36
a 139 234 0 1 124
a 139 43 0 9 20
a 139 296 0 6 197
a 140 196 0 397 200
a 140 136 0 2 54
a 140 226 0 6 123
a 140 22 0 5 198
a 140 156 0 10 61
a 140 74 0 8 30
a 151 44 0 397 200
a 151 160 0 9 191
a 151 290 0 1 38
a 153 116 0 397 193
a 153 237 0 7 169
a 153 105 0 5 74
a 155 216 0 397 140
a 155 87 0 9 70
a 155 282 0 6 17
a 155 217 0 4 82
a 155 132 0 8 86
a 155 297 0 4 98
a 155 257 0 10 138
a 155 181 0 9 124
a 155 209 0 2 170
a 157 275 0 397 200
a 157 35 0 3 59
a 157 201 0 10 87
a 157 50 0 7 161
a 157 130 0 2 171
a 157 58 0 4 56
a 157 46 0 3 49
a 157 110 0 6 191
a 169 139 0 397 99
a 169 246 0 5 90
a 176 187 0 397 200
a 176 68 0 3 58
a 176 45 0 10 145
a 176 162 0 2 104
a 176 35 0 5 34
a 176 283 0 6 97
a 176 140 0 10 159
a 176 221 0 3 57
a 176 132 0 6 137
a 176 216 0 7 158
a 176 122 0 1 21
a 181 276 0 397 200
a 181 209 0 9 159
a 187 287 0 397 69
a 187 183 0 5 178
a 187 226 0 1 121
a 187 93 0 3 26
a 187 203 0 6 44
a 187 26 0 1 53
a 187 128 0 3 49
a 187 115 0 5 72
a 187 163 0 9 125
a 196 235 0 397 168
a 196 266 0 7 17
a 216 153 0 397 200
a 216 255 0 10 22
a 216 274 0 7 84
a 216 198 0 4 158
a 216 38 0 9 59
a 235 250 0 397 200
a 235 87 0 4 81
a 235 272 0 1 186
a 235 203 0 10 200
a 235 184 0 7 129
a 235 45 0 2 162
a 235 227 0 6 10
a 235 296 0 1 136
a 235 171 0 6 95
a 235 125 0 1 131
a 235 40 0 4 43
a 250 155 0 397 75
a 250 279 0 8 69
a 260 151 0 397 132
a 260 76 0 7 159
a 260 23 0 5 55
a 260 172 0 2 63
a 260 56 0 6 150
a 260 137 0 3 163
a 263 46 0 397 200
a 263 288 0 7 33
a 263 182 0 6 170
a 263 43 0 10 47
a 275 26 0 397 177
a 275 89 0 4 16
a 275 210 0 3 15
a 275 135 0 5 130
a 275 236 0 2 89
a 275 52 0 1 58
a 276 68 0 397 200
a 276 124 0 2 186
a 276 164 0 5 79
a 276 56 0 8 133
a 276 125 0 10 47
a 276 156 0 2 181
a 276 97 0 6 21
a 276 244 0 6 109
a 276 154 0 7 150
a 279 89 0 397 200
a 279 159 0 7 22
a 279 278 0 6 12
a 279 181 0 9 15
a 279 21 0 10 177
a 279 143 0 7 121
a 279 242 0 3 177
a 287 169 0 397 200
a 287 157 0 2 182
a 287 175 0 7 42
a 287 246 0 6 79
a 287 249 0 8 118
a 287 256 0 7 25
a 287 193 0 9 167
a 287 43 0 2 105
a 287 270 0 8 16
a 8 167 0 424 144
a 8 55 0 1 74
a 8 44 0 6 25
a 8 61 0 1 128
a 17 278 0 424 103
a 17 85 0 10 35
a 17 25 0 1 103
a 17 98 0 8 54
a 17 88 0 8 8
a 17 157 0 3 12
a 17 216 0 8 30
a 25 79 0 424 36
a 25 183 0 4 128
a 25 103 0 10 82
a 25 65 0 8 150
a 25 39 0 3 15
a 25 134 0 6 97
a 25 157 0 2 15
a 25 124 0 5 76
a 25 84 0 3 55
a 25 178 0 5 72
a 36 197 0 424 200
a 36 72 0 8 38
a 36 296 0 7 53
a 36 163 0 10 165
a 36 95 0 5 105
a 36 234 0 10 54
a 39 17 0 424 167
a 39 102 0 4 116
a 39 277 0 9 31
a 42 121 0 424 20
a 42 224 0 9 31
a 42 234 0 8 183
a 42 112 0 1 200
a 42 161 0 7 161
a 42 140 0 5 181
a 59 119 0 424 9
a 59 273 0 2 31
a 59 187 0 6 49
a 65 293 0 424 21
a 65 67 0 424 146
a 65 211 0 3 87
a 65 152 0 6 77
a 65 183 0 9 105
a 67 162 0 424 200
a 67 267 0 8 150
a 67 168 0 4 14
a 67 200 0 7 129
a 67 31 0 5 176
a 67 144 0 3 137
a 67 225 0 2 95
a 69 267 0 424 7
a 69 254 0 8 12
a 69 226 0 2 175
a 69 56 0 10 3
a 74 168 0 424 159
a 74 133 0 5 88
a 74 132 0 1 87
a 74 64 0 4 137
a 79 174 0 424 199
a 79 299 0 5 144
a 79 190 0 8 57
a 90 297 0 424 200
a 90 42 0 424 9
a 90 280 0 7 167
a 90 123 0 6 67
a 90 47 0 9 88
a 90 129 0 1 120
a 90 235 0 9 88
a 90 83 0 2 40
a 90 110 0 4 36
a 90 283 0 6 96
a 90 43 0 9 157
a 90 169 0 5 109
a 112 253 0 424 91
a 112 188 0 6 146
a 112 262 0 5 102
a 115 161 0 424 200
a 115 246 0 8 151
a 115 147 0 2 52
a 115 254 0 1 10
a 115 263 0 2 15
a 119 299 0 424 200
a 119 135 0 4 43
a 119 40 0 5 177
a 119 147 0 7 196
a 119 23 0 8 92
a 119 300 0 3 84
a 119 295 0 1 123
a 121 112 0 424 156
a 121 108 0 5 119
a 121 280 0 8 80
a 121 163 0 1 15
a 121 195 0 10 113
a 121 245 0 7 88
a 121 200 0 1 153
a 121 207 0 10 198
a 121 102 0 10 160
a 141 69 0 424 129
a 141 60 0 1 179
a 141 206 0 3 193
a 141 159 0 1 46
a 141 176 0 3 63
a 161 204 0 424 174
a 161 166 0 5 118
a 161 77 0 1 34
a 161 56 0 9 191
a 161 201 0 1 174
a 161 29 0 9 44
a 162 115 0 424 200
a 162 96 0 6 28
a 162 236 0 7 48
a 167 173 0 424 200
a 167 81 0 7 188
a 167 212 0 8 164
a 167 33 0 3 195
a 167 253 0 5 131
a 167 169 0 8 31
a 167 152 0 10 130
a 167 52 0 5 96
a 167 107 0 10 153
a 167 117 0 10 24
a 167 296 0 9 84
a 168 59 0 424 200
a 168 92 0 6 107
a 168 130 0 10 127
a 168 79 0 7 120
a 168 56 0 9 52
a 168 249 0 8 136
a 168 262 0 1 177
a 168 219 0 1 154
a 170 203 0 424 200
a 170 295 0 424 68
a 170 130 0 1 175
a 173 39 0 424 154
a 173 131 0 4 195
a 173 164 0 6 133
a 173 299 0 9 173
a 173 27 0 3 142
a 173 238 0 6 200
a 173 271 0 5 162
a 174 90 0 424 91
a 174 143 0 5 50
a 197 25 0 424 154
a 197 77 0 7 38
a 197 121 0 4 51
a 203 36 0 424 187
a 203 207 0 8 77
a 204 74 0 424 190
a 204 163 0 9 19
a 204 51 0 6 116
a 204 13 0 5 144
a 204 145 0 9 184
a 204 296 0 9 117
a 204 96 0 5 102
a 204 138 0 8 78
a 204 205 0 2 26
a 204 189 0 2 147
a 225 65 0 424 9
a 225 115 0 6 172
a 225 259 0 2 129
a 225 22 0 5 66
a 225 222 0 2 106
a 225 21 0 10 37
a 253 225 0 424 50
a 253 275 0 8 42
a 253 292 0 10 198
a 253 300 0 9 138
a 253 75 0 5 190
a 253 203 0 4 196
a 253 110 0 7 41
a 253 23 0 7 75
a 253 118 0 6 126
a 253 170 0 5 145
a 253 82 0 7 169
a 267 290 0 424 150
a 267 62 0 1 182
a 267 66 0 6 55
a 267 266 0 2 139
a 267 139 0 2 169
a 269 141 0 424 200
a 269 58 0 10 20
a 269 247 0 4 183
a 278 269 0 424 200
a 278 125 0 8 46
a 278 161 0 6 115
a 290 170 0 424 200
a 290 220 0 1 20
a 290 122 0 8 70
a 290 168 0 10 65
a 290 16 0 6 67
a 290 216 0 5 38
a 290 104 0 9 134
a 290 117 0 7 99
a 290 31 0 10 141
a 290 272 0 4 50
a 290 214 0 7 62
a 290 12 0 4 194
a 290 107 0 9 175
a 290 25 0 4 166
a 1 201 0 26 89
a 1 272 0 10 19
a 1 148 0 9 20
a 1 257 0 4 162
a 1 246 0 2 180
a 1 191 0 9 147
a 1 85 0 1 176
a 1 127 0 10 173
a 1 260 0 1 23
a 1 37 0 10 172
a 1 203 0 2 59
a 1 252 0 7 63
a 13 116 0 26 38
a 13 165 0 4 62
a 13 192 0 1 42
a 13 294 0 3 14
a 13 26 0 5 7
a 33 40 0 26 200
a 33 17 0 3 173
a 33 118 0 1 84
a 33 115 0 1 111
a 33 56 0 9 94
a 33 244 0 2 99
a 33 37 0 5 71
a 33 203 0 8 139
a 33 284 0 5 181
a 33 60 0 1 136
a 33 216 0 8 64
a 40 163 0 26 200
a 40 84 0 4 110
a 40 235 0 3 158
a 45 136 0 26 200
a 45 235 0 6 20
a 45 290 0 7 20
a 45 42 0 5 102
a 45 77 0 8 23
a 45 20 0 3 134
a 45 259 0 7 142
a 45 295 0 9 50
a 45 255 0 7 146
a 45 23 0 5 92
a 51 206 0 26 65
a 51 28 0 5 149
a 51 242 0 4 139
a 51 90 0 6 69
a 51 220 0 9 107
a 51 126 0 2 184
a 57 248 0 26 123
a 57 202 0 3 152
a 57 289 0 4 78
a 57 56 0 3 112
a 57 99 0 7 123
a 77 198 0 26 128
a 77 177 0 2 143
a 77 125 0 4 47
a 77 256 0 6 171
a 77 70 0 10 100
a 93 57 0 26 200
a 93 122 0 7 191
a 93 87 0 7 51
a 93 127 0 10 188
a 93 164 0 7 25
a 104 180 0 26 34
a 104 14 0 3 33
a 104 59 0 9 144
a 104 123 0 6 187
a 104 216 0 2 71
a 104 12 0 5 65
a 104 170 0 3 110
a 104 299 0 4 74
a 104 202 0 1 78
a 104 23 0 5 21
a 116 185 0 26 200
a 116 204 0 10 82
a 116 253 0 9 30
a 116 17 0 6 183
a 116 147 0 4 2
a 119 13 0 26 200
a 119 41 0 7 80
a 119 35 0 6 102
a 119 90 0 1 63
a 119 156 0 9 46
a 119 265 0 9 6
a 119 170 0 3 50
a 119 89 0 5 73
a 119 81 0 3 10
a 119 245 0 6 27
a 119 32 0 7 158
a 119 214 0 1 181
a 129 45 0 26 200
a 129 9 0 9 74
a 129 236 0 6 116
a 129 173 0 2 139
a 129 75 0 1 48
a 136 77 0 26 200
a 136 168 0 5 12
a 136 220 0 7 124
a 136 41 0 5 140
a 136 84 0 1 52
a 136 52 0 10 22
a 136 142 0 8 83
a 136 9 0 4 2
a 136 171 0 1 195
a 140 33 0 26 200
a 140 300 0 5 13
a 140 15 0 7 149
a 140 230 0 2 62
a 140 183 0 4 5
a 140 45 0 1 91
a 140 242 0 9 147
a 140 53 0 7 97
a 140 197 0 8 67
a 140 235 0 6 62
a 150 256 0 26 172
a 150 259 0 1 192
a 150 157 0 9 172
a 150 66 0 1 194
a 150 161 0 5 192
a 150 49 0 9 56
a 150 16 0 2 87
a 150 251 0 6 166
a 150 185 0 3 28
a 150 215 0 7 198
a 150 40 0 2 191
a 150 230 0 3 59
a 159 161 0 26 200
a 159 109 0 5 162
a 161 284 0 26 200
a 161 186 0 4 194
a 161 169 0 8 137
a 163 170 0 26 200
a 163 160 0 10 101
a 163 288 0 2 123
a 163 118 0 7 98
a 163 70 0 2 180
a 163 241 0 10 96
a 163 143 0 2 200
a 163 103 0 9 127
a 163 15 0 6 44
a 164 165 0 26 200
a 164 83 0 2 114
a 164 180 0 8 133
a 164 292 0 3 126
a 165 265 0 26 200
a 165 280 0 8 189
a 165 119 0 5 84
a 165 136 0 5 107
a 170 294 0 26 54
a 170 233 0 4 180
a 170 106 0 1 101
a 170 176 0 5 154
a 170 47 0 7 33
a 170 17 0 6 192
a 170 236 0 4 50
a 170 104 0 6 198
a 170 62 0 7 167
a 180 247 0 26 200
a 180 65 0 5 147
a 180 167 0 3 193
a 180 174 0 1 136
a 180 204 0 7 32
a 180 249 0 3 131
a 180 210 0 3 176
a 185 150 0 26 175
a 185 293 0 26 165
a 185 98 0 8 124
a 185 154 0 7 65
a 185 249 0 7 195
a 185 275 0 2 27
a 185 269 0 6 113
a 185 179 0 4 138
a 198 245 0 26 188
a 198 208 0 6 181
a 198 21 0 10 47
a 198 54 0 8 33
a 198 217 0 10 123
a 198 67 0 1 109
a 198 252 0 7 31
a 198 50 0 10 45
a 201 225 0 26 200
a 201 155 0 6 123
a 201 51 0 4 97
a 201 233 0 5 100
a 201 230 0 9 122
a 201 209 0 1 115
a 201 25 0 9 23
a 205 129 0 26 200
a 205 300 0 7 33
a 205 117 0 5 192
a 205 34 0 1 73
a 205 44 0 4 64
a 205 195 0 9 65
a 205 293 0 6 46
a 205 123 0 10 113
a 205 14 0 7 21
a 205 158 0 2 174
a 205 140 0 5 40
a 206 164 0 26 82
a 206 180 0 6 35
a 206 84 0 4 22
a 206 41 0 4 127
a 206 148 0 9 170
a 206 257 0 2 163
a 206 105 0 9 6
a 206 111 0 3 159
a 225 93 0 26 200
a 225 58 0 4 23
a 225 180 0 5 76
a 238 104 0 26 200
a 238 255 0 9 91
a 238 10 0 5 143
a 238 83 0 9 58
a 238 244 0 5 155
a 238 93 0 5 76
a 238 15 0 3 40
a 238 172 0 10 89
a 245 238 0 26 200
a 245 175 0 5 97
a 245 195 0 2 21
a 247 140 0 26 68
a 247 105 0 7 26
a 248 51 0 26 200
a 248 201 0 1 30
a 248 188 0 10 66
a 256 159 0 26 200
a 256 114 0 5 191
a 256 136 0 4 64
a 256 218 0 1 146
a 256 184 0 6 75
a 265 286 0 26 200
a 265 130 0 8 48
a 265 160 0 4 77
a 265 252 0 8 166
a 265 74 0 1 200
a 265 277 0 10 149
a 265 110 0 7 146
a 265 78 0 6 146
a 265 279 0 1 119
a 265 187 0 2 52
a 284 205 0 26 200
a 284 215 0 8 34
a 284 89 0 6 92
a 284 26 0 6 125
a 284 142 0 7 124
a 284 156 0 4 47
a 286 119 0 26 200
a 286 30 0 3 163
a 286 215 0 10 123
a 286 289 0 1 129
a 286 56 0 1 82
a 286 60 0 8 79
a 286 210 0 4 180
a 286 201 0 5 137
a 286 75 0 1 4
a 286 125 0 3 196
a 286 102 0 9 143
a 2 155 0 89 115
a 2 248 0 6 31
a 2 28 0 5 177
a 2 92 0 10 176
a 2 217 0 5 165
a 11 203 0 89 183
a 11 300 0 3 194
a 11 70 0 4 114
a 11 237 0 6 110
a 18 19 0 89 113
a 18 84 0 10 50
a 18 22 0 9 166
a 18 203 0 10 184
a 18 221 0 1 146
a 18 24 0 9 56
a 18 143 0 8 153
a 19 158 0 89 156
a 19 122 0 6 19
a 19 144 0 7 58
a 19 93 0 1 26
a 27 269 0 89 200
a 27 131 0 9 181
a 28 211 0 89 200
a 28 132 0 2 145
a 29 270 0 89 200
a 29 31 0 8 48
a 29 227 0 9 25
a 29 70 0 6 56
a 29 115 0 9 13
a 29 177 0 5 114
a 29 259 0 7 167
a 29 71 0 2 32
